,1m,3m,15m,time
12486,,,,1900-01-01 16:25:06
12487,,,,1900-01-01 16:25:07
12488,,,,1900-01-01 16:25:08
12489,,,,1900-01-01 16:25:09
12490,,,,1900-01-01 16:25:10
12491,,,,1900-01-01 16:25:11
12492,,,,1900-01-01 16:25:12
12493,,,,1900-01-01 16:25:13
12494,,,,1900-01-01 16:25:14
12495,,,,1900-01-01 16:25:15
12496,,,,1900-01-01 16:25:16
12497,,,,1900-01-01 16:25:17
12498,,,,1900-01-01 16:25:18
12499,,,,1900-01-01 16:25:19
12500,,,,1900-01-01 16:25:20
12501,,,,1900-01-01 16:25:21
12502,,,,1900-01-01 16:25:22
12503,,,,1900-01-01 16:25:23
12504,,,,1900-01-01 16:25:24
12505,,,,1900-01-01 16:25:25
12506,,,,1900-01-01 16:25:26
12507,,,,1900-01-01 16:25:27
12508,,,,1900-01-01 16:25:28
12509,,,,1900-01-01 16:25:29
12510,,,,1900-01-01 16:25:30
12511,,,,1900-01-01 16:25:31
12512,,,,1900-01-01 16:25:32
12513,,,,1900-01-01 16:25:33
12514,,,,1900-01-01 16:25:34
12515,,,,1900-01-01 16:25:35
12516,,,,1900-01-01 16:25:36
12517,,,,1900-01-01 16:25:37
12518,,,,1900-01-01 16:25:38
12519,,,,1900-01-01 16:25:39
12520,,,,1900-01-01 16:25:40
12521,,,,1900-01-01 16:25:41
12522,,,,1900-01-01 16:25:42
12523,,,,1900-01-01 16:25:43
12524,,,,1900-01-01 16:25:44
12525,,,,1900-01-01 16:25:45
12526,,,,1900-01-01 16:25:46
12527,,,,1900-01-01 16:25:47
12528,,,,1900-01-01 16:25:48
12529,,,,1900-01-01 16:25:49
12530,,,,1900-01-01 16:25:50
12531,,,,1900-01-01 16:25:51
12532,,,,1900-01-01 16:25:52
12533,,,,1900-01-01 16:25:53
12534,,,,1900-01-01 16:25:54
12535,,,,1900-01-01 16:25:55
12536,,,,1900-01-01 16:25:56
12537,,,,1900-01-01 16:25:57
12538,,,,1900-01-01 16:25:58
12539,,,,1900-01-01 16:25:59
12540,,,,1900-01-01 16:26:00
12541,,,,1900-01-01 16:26:01
12542,,,,1900-01-01 16:26:02
12543,,,,1900-01-01 16:26:03
12544,,,,1900-01-01 16:26:04
12545,,,,1900-01-01 16:26:05
12546,,,,1900-01-01 16:26:06
12547,,,,1900-01-01 16:26:07
12548,,,,1900-01-01 16:26:08
12549,,,,1900-01-01 16:26:09
12550,,,,1900-01-01 16:26:10
12551,,,,1900-01-01 16:26:11
12552,,,,1900-01-01 16:26:12
12553,,,,1900-01-01 16:26:13
12554,,,,1900-01-01 16:26:14
12555,,,,1900-01-01 16:26:15
12556,,,,1900-01-01 16:26:16
12557,,,,1900-01-01 16:26:17
12558,,,,1900-01-01 16:26:18
12559,,,,1900-01-01 16:26:19
12560,,,,1900-01-01 16:26:20
12561,,,,1900-01-01 16:26:21
12562,,,,1900-01-01 16:26:22
12563,,,,1900-01-01 16:26:23
12564,,,,1900-01-01 16:26:24
12565,,,,1900-01-01 16:26:25
12566,,,,1900-01-01 16:26:26
12567,,,,1900-01-01 16:26:27
12568,,,,1900-01-01 16:26:28
12569,,,,1900-01-01 16:26:29
12570,,,,1900-01-01 16:26:30
12571,,,,1900-01-01 16:26:31
12572,,,,1900-01-01 16:26:32
12573,,,,1900-01-01 16:26:33
12574,,,,1900-01-01 16:26:34
12575,,,,1900-01-01 16:26:35
12576,,,,1900-01-01 16:26:36
12577,,,,1900-01-01 16:26:37
12578,,,,1900-01-01 16:26:38
12579,,,,1900-01-01 16:26:39
12580,,,,1900-01-01 16:26:40
12581,,,,1900-01-01 16:26:41
12582,,,,1900-01-01 16:26:42
12583,,,,1900-01-01 16:26:43
12584,,,,1900-01-01 16:26:44
12585,,,,1900-01-01 16:26:45
12586,,,,1900-01-01 16:26:46
12587,,,,1900-01-01 16:26:47
12588,,,,1900-01-01 16:26:48
12589,,,,1900-01-01 16:26:49
12590,,,,1900-01-01 16:26:50
12591,,,,1900-01-01 16:26:51
12592,,,,1900-01-01 16:26:52
12593,,,,1900-01-01 16:26:53
12594,,,,1900-01-01 16:26:54
12595,,,,1900-01-01 16:26:55
12596,,,,1900-01-01 16:26:56
12597,,,,1900-01-01 16:26:57
12598,,,,1900-01-01 16:26:58
12599,,,,1900-01-01 16:26:59
12600,,,,1900-01-01 16:27:00
12601,,,,1900-01-01 16:27:01
12602,,,,1900-01-01 16:27:02
12603,,,,1900-01-01 16:27:03
12604,,,,1900-01-01 16:27:04
12605,,,,1900-01-01 16:27:05
12606,,,,1900-01-01 16:27:06
12607,,,,1900-01-01 16:27:07
12608,,,,1900-01-01 16:27:08
12609,,,,1900-01-01 16:27:09
12610,,,,1900-01-01 16:27:10
12611,,,,1900-01-01 16:27:11
12612,,,,1900-01-01 16:27:12
12613,,,,1900-01-01 16:27:13
12614,,,,1900-01-01 16:27:14
12615,,,,1900-01-01 16:27:15
12616,,,,1900-01-01 16:27:16
12617,,,,1900-01-01 16:27:17
12618,,,,1900-01-01 16:27:18
12619,,,,1900-01-01 16:27:19
12620,,,,1900-01-01 16:27:20
12621,,,,1900-01-01 16:27:21
12622,,,,1900-01-01 16:27:22
12623,,,,1900-01-01 16:27:23
12624,,,,1900-01-01 16:27:24
12625,,,,1900-01-01 16:27:25
12626,,,,1900-01-01 16:27:26
12627,,,,1900-01-01 16:27:27
12628,,,,1900-01-01 16:27:28
12629,,,,1900-01-01 16:27:29
12630,,,,1900-01-01 16:27:30
12631,,,,1900-01-01 16:27:31
12632,,,,1900-01-01 16:27:32
12633,,,,1900-01-01 16:27:33
12634,,,,1900-01-01 16:27:34
12635,,,,1900-01-01 16:27:35
12636,,,,1900-01-01 16:27:36
12637,,,,1900-01-01 16:27:37
12638,,,,1900-01-01 16:27:38
12639,,,,1900-01-01 16:27:39
12640,,,,1900-01-01 16:27:40
12641,,,,1900-01-01 16:27:41
12642,,,,1900-01-01 16:27:42
12643,,,,1900-01-01 16:27:43
12644,,,,1900-01-01 16:27:44
12645,,,,1900-01-01 16:27:45
12646,,,,1900-01-01 16:27:46
12647,,,,1900-01-01 16:27:47
12648,,,,1900-01-01 16:27:48
12649,,,,1900-01-01 16:27:49
12650,,,,1900-01-01 16:27:50
12651,,,,1900-01-01 16:27:51
12652,,,,1900-01-01 16:27:52
12653,,,,1900-01-01 16:27:53
12654,,,,1900-01-01 16:27:54
12655,,,,1900-01-01 16:27:55
12656,,,,1900-01-01 16:27:56
12657,,,,1900-01-01 16:27:57
12658,,,,1900-01-01 16:27:58
12659,,,,1900-01-01 16:27:59
12660,,,,1900-01-01 16:28:00
12661,,,,1900-01-01 16:28:01
12662,,,,1900-01-01 16:28:02
12663,,,,1900-01-01 16:28:03
12664,,,,1900-01-01 16:28:04
12665,,,,1900-01-01 16:28:05
12666,,,,1900-01-01 16:28:06
12667,,,,1900-01-01 16:28:07
12668,,,,1900-01-01 16:28:08
12669,,,,1900-01-01 16:28:09
12670,,,,1900-01-01 16:28:10
12671,,,,1900-01-01 16:28:11
12672,,,,1900-01-01 16:28:12
12673,,,,1900-01-01 16:28:13
12674,,,,1900-01-01 16:28:14
12675,,,,1900-01-01 16:28:15
12676,,,,1900-01-01 16:28:16
12677,,,,1900-01-01 16:28:17
12678,,,,1900-01-01 16:28:18
12679,,,,1900-01-01 16:28:19
12680,,,,1900-01-01 16:28:20
12681,,,,1900-01-01 16:28:21
12682,,,,1900-01-01 16:28:22
12683,,,,1900-01-01 16:28:23
12684,,,,1900-01-01 16:28:24
12685,,,,1900-01-01 16:28:25
12686,,,,1900-01-01 16:28:26
12687,,,,1900-01-01 16:28:27
12688,,,,1900-01-01 16:28:28
12689,,,,1900-01-01 16:28:29
12690,,,,1900-01-01 16:28:30
12691,,,,1900-01-01 16:28:31
12692,,,,1900-01-01 16:28:32
12693,,,,1900-01-01 16:28:33
12694,,,,1900-01-01 16:28:34
12695,,,,1900-01-01 16:28:35
12696,,,,1900-01-01 16:28:36
12697,,,,1900-01-01 16:28:37
12698,,,,1900-01-01 16:28:38
12699,,,,1900-01-01 16:28:39
12700,,,,1900-01-01 16:28:40
12701,,,,1900-01-01 16:28:41
12702,,,,1900-01-01 16:28:42
12703,,,,1900-01-01 16:28:43
12704,,,,1900-01-01 16:28:44
12705,,,,1900-01-01 16:28:45
12706,,,,1900-01-01 16:28:46
12707,,,,1900-01-01 16:28:47
12708,,,,1900-01-01 16:28:48
12709,,,,1900-01-01 16:28:49
12710,,,,1900-01-01 16:28:50
12711,,,,1900-01-01 16:28:51
12712,,,,1900-01-01 16:28:52
12713,,,,1900-01-01 16:28:53
12714,,,,1900-01-01 16:28:54
12715,,,,1900-01-01 16:28:55
12716,,,,1900-01-01 16:28:56
12717,,,,1900-01-01 16:28:57
12718,,,,1900-01-01 16:28:58
12719,,,,1900-01-01 16:28:59
12720,,,,1900-01-01 16:29:00
12721,,,,1900-01-01 16:29:01
12722,,,,1900-01-01 16:29:02
12723,,,,1900-01-01 16:29:03
12724,,,,1900-01-01 16:29:04
12725,,,,1900-01-01 16:29:05
12726,,,,1900-01-01 16:29:06
12727,,,,1900-01-01 16:29:07
12728,,,,1900-01-01 16:29:08
12729,,,,1900-01-01 16:29:09
12730,,,,1900-01-01 16:29:10
12731,,,,1900-01-01 16:29:11
12732,,,,1900-01-01 16:29:12
12733,,,,1900-01-01 16:29:13
12734,,,,1900-01-01 16:29:14
12735,,,,1900-01-01 16:29:15
12736,,,,1900-01-01 16:29:16
12737,,,,1900-01-01 16:29:17
12738,,,,1900-01-01 16:29:18
12739,,,,1900-01-01 16:29:19
12740,,,,1900-01-01 16:29:20
12741,,,,1900-01-01 16:29:21
12742,,,,1900-01-01 16:29:22
12743,,,,1900-01-01 16:29:23
12744,,,,1900-01-01 16:29:24
12745,,,,1900-01-01 16:29:25
12746,,,,1900-01-01 16:29:26
12747,,,,1900-01-01 16:29:27
12748,,,,1900-01-01 16:29:28
12749,,,,1900-01-01 16:29:29
12750,,,,1900-01-01 16:29:30
12751,,,,1900-01-01 16:29:31
12752,,,,1900-01-01 16:29:32
12753,,,,1900-01-01 16:29:33
12754,,,,1900-01-01 16:29:34
12755,,,,1900-01-01 16:29:35
12756,,,,1900-01-01 16:29:36
12757,,,,1900-01-01 16:29:37
12758,,,,1900-01-01 16:29:38
12759,,,,1900-01-01 16:29:39
12760,,,,1900-01-01 16:29:40
12761,,,,1900-01-01 16:29:41
12762,,,,1900-01-01 16:29:42
12763,,,,1900-01-01 16:29:43
12764,,,,1900-01-01 16:29:44
12765,,,,1900-01-01 16:29:45
12766,,,,1900-01-01 16:29:46
12767,,,,1900-01-01 16:29:47
12768,,,,1900-01-01 16:29:48
12769,,,,1900-01-01 16:29:49
12770,,,,1900-01-01 16:29:50
12771,,,,1900-01-01 16:29:51
12772,,,,1900-01-01 16:29:52
12773,,,,1900-01-01 16:29:53
12774,,,,1900-01-01 16:29:54
12775,,,,1900-01-01 16:29:55
12776,,,,1900-01-01 16:29:56
12777,,,,1900-01-01 16:29:57
12778,,,,1900-01-01 16:29:58
12779,,,,1900-01-01 16:29:59
12780,,,,1900-01-01 16:30:00
12781,,,,1900-01-01 16:30:01
12782,,,,1900-01-01 16:30:02
12783,,,,1900-01-01 16:30:03
12784,,,,1900-01-01 16:30:04
12785,,,,1900-01-01 16:30:05
12786,,,,1900-01-01 16:30:06
12787,,,,1900-01-01 16:30:07
12788,,,,1900-01-01 16:30:08
12789,,,,1900-01-01 16:30:09
12790,,,,1900-01-01 16:30:10
12791,,,,1900-01-01 16:30:11
12792,,,,1900-01-01 16:30:12
12793,,,,1900-01-01 16:30:13
12794,,,,1900-01-01 16:30:14
12795,,,,1900-01-01 16:30:15
12796,,,,1900-01-01 16:30:16
12797,,,,1900-01-01 16:30:17
12798,,,,1900-01-01 16:30:18
12799,,,,1900-01-01 16:30:19
12800,,,,1900-01-01 16:30:20
12801,,,,1900-01-01 16:30:21
12802,,,,1900-01-01 16:30:22
12803,,,,1900-01-01 16:30:23
12804,,,,1900-01-01 16:30:24
12805,,,,1900-01-01 16:30:25
12806,,,,1900-01-01 16:30:26
12807,,,,1900-01-01 16:30:27
12808,,,,1900-01-01 16:30:28
12809,,,,1900-01-01 16:30:29
12810,,,,1900-01-01 16:30:30
12811,,,,1900-01-01 16:30:31
12812,,,,1900-01-01 16:30:32
12813,,,,1900-01-01 16:30:33
12814,,,,1900-01-01 16:30:34
12815,,,,1900-01-01 16:30:35
12816,,,,1900-01-01 16:30:36
12817,,,,1900-01-01 16:30:37
12818,,,,1900-01-01 16:30:38
12819,,,,1900-01-01 16:30:39
12820,,,,1900-01-01 16:30:40
12821,,,,1900-01-01 16:30:41
12822,,,,1900-01-01 16:30:42
12823,,,,1900-01-01 16:30:43
12824,,,,1900-01-01 16:30:44
12825,,,,1900-01-01 16:30:45
12826,,,,1900-01-01 16:30:46
12827,,,,1900-01-01 16:30:47
12828,,,,1900-01-01 16:30:48
12829,,,,1900-01-01 16:30:49
12830,,,,1900-01-01 16:30:50
12831,,,,1900-01-01 16:30:51
12832,,,,1900-01-01 16:30:52
12833,,,,1900-01-01 16:30:53
12834,,,,1900-01-01 16:30:54
12835,,,,1900-01-01 16:30:55
12836,,,,1900-01-01 16:30:56
12837,,,,1900-01-01 16:30:57
12838,,,,1900-01-01 16:30:58
12839,,,,1900-01-01 16:30:59
12840,,,,1900-01-01 16:31:00
12841,,,,1900-01-01 16:31:01
12842,,,,1900-01-01 16:31:02
12843,,,,1900-01-01 16:31:03
12844,,,,1900-01-01 16:31:04
12845,,,,1900-01-01 16:31:05
12846,,,,1900-01-01 16:31:06
12847,,,,1900-01-01 16:31:07
12848,,,,1900-01-01 16:31:08
12849,,,,1900-01-01 16:31:09
12850,,,,1900-01-01 16:31:10
12851,,,,1900-01-01 16:31:11
12852,,,,1900-01-01 16:31:12
12853,,,,1900-01-01 16:31:13
12854,,,,1900-01-01 16:31:14
12855,,,,1900-01-01 16:31:15
12856,,,,1900-01-01 16:31:16
12857,,,,1900-01-01 16:31:17
12858,,,,1900-01-01 16:31:18
12859,,,,1900-01-01 16:31:19
12860,,,,1900-01-01 16:31:20
12861,,,,1900-01-01 16:31:21
12862,,,,1900-01-01 16:31:22
12863,,,,1900-01-01 16:31:23
12864,,,,1900-01-01 16:31:24
12865,,,,1900-01-01 16:31:25
12866,,,,1900-01-01 16:31:26
12867,,,,1900-01-01 16:31:27
12868,,,,1900-01-01 16:31:28
12869,,,,1900-01-01 16:31:29
12870,,,,1900-01-01 16:31:30
12871,,,,1900-01-01 16:31:31
12872,,,,1900-01-01 16:31:32
12873,,,,1900-01-01 16:31:33
12874,,,,1900-01-01 16:31:34
12875,,,,1900-01-01 16:31:35
12876,,,,1900-01-01 16:31:36
12877,,,,1900-01-01 16:31:37
12878,,,,1900-01-01 16:31:38
12879,,,,1900-01-01 16:31:39
12880,,,,1900-01-01 16:31:40
12881,,,,1900-01-01 16:31:41
12882,,,,1900-01-01 16:31:42
12883,,,,1900-01-01 16:31:43
12884,,,,1900-01-01 16:31:44
12885,,,,1900-01-01 16:31:45
12886,,,,1900-01-01 16:31:46
12887,,,,1900-01-01 16:31:47
12888,,,,1900-01-01 16:31:48
12889,,,,1900-01-01 16:31:49
12890,,,,1900-01-01 16:31:50
12891,,,,1900-01-01 16:31:51
12892,,,,1900-01-01 16:31:52
12893,,,,1900-01-01 16:31:53
12894,,,,1900-01-01 16:31:54
12895,,,,1900-01-01 16:31:55
12896,,,,1900-01-01 16:31:56
12897,,,,1900-01-01 16:31:57
12898,,,,1900-01-01 16:31:58
12899,,,,1900-01-01 16:31:59
12900,,,,1900-01-01 16:32:00
12901,,,,1900-01-01 16:32:01
12902,,,,1900-01-01 16:32:02
12903,,,,1900-01-01 16:32:03
12904,,,,1900-01-01 16:32:04
12905,,,,1900-01-01 16:32:05
12906,,,,1900-01-01 16:32:06
12907,,,,1900-01-01 16:32:07
12908,,,,1900-01-01 16:32:08
12909,,,,1900-01-01 16:32:09
12910,,,,1900-01-01 16:32:10
12911,,,,1900-01-01 16:32:11
12912,,,,1900-01-01 16:32:12
12913,,,,1900-01-01 16:32:13
12914,,,,1900-01-01 16:32:14
12915,,,,1900-01-01 16:32:15
12916,,,,1900-01-01 16:32:16
12917,,,,1900-01-01 16:32:17
12918,,,,1900-01-01 16:32:18
12919,,,,1900-01-01 16:32:19
12920,,,,1900-01-01 16:32:20
12921,,,,1900-01-01 16:32:21
12922,,,,1900-01-01 16:32:22
12923,,,,1900-01-01 16:32:23
12924,,,,1900-01-01 16:32:24
12925,,,,1900-01-01 16:32:25
12926,,,,1900-01-01 16:32:26
12927,,,,1900-01-01 16:32:27
12928,,,,1900-01-01 16:32:28
12929,,,,1900-01-01 16:32:29
12930,,,,1900-01-01 16:32:30
12931,,,,1900-01-01 16:32:31
12932,,,,1900-01-01 16:32:32
12933,,,,1900-01-01 16:32:33
12934,,,,1900-01-01 16:32:34
12935,,,,1900-01-01 16:32:35
12936,,,,1900-01-01 16:32:36
12937,,,,1900-01-01 16:32:37
12938,,,,1900-01-01 16:32:38
12939,,,,1900-01-01 16:32:39
12940,,,,1900-01-01 16:32:40
12941,,,,1900-01-01 16:32:41
12942,,,,1900-01-01 16:32:42
12943,,,,1900-01-01 16:32:43
12944,,,,1900-01-01 16:32:44
12945,,,,1900-01-01 16:32:45
12946,,,,1900-01-01 16:32:46
12947,,,,1900-01-01 16:32:47
12948,,,,1900-01-01 16:32:48
12949,,,,1900-01-01 16:32:49
12950,,,,1900-01-01 16:32:50
12951,,,,1900-01-01 16:32:51
12952,,,,1900-01-01 16:32:52
12953,,,,1900-01-01 16:32:53
12954,,,,1900-01-01 16:32:54
12955,,,,1900-01-01 16:32:55
12956,,,,1900-01-01 16:32:56
12957,,,,1900-01-01 16:32:57
12958,,,,1900-01-01 16:32:58
12959,,,,1900-01-01 16:32:59
12960,,,,1900-01-01 16:33:00
12961,,,,1900-01-01 16:33:01
12962,,,,1900-01-01 16:33:02
12963,,,,1900-01-01 16:33:03
12964,,,,1900-01-01 16:33:04
12965,,,,1900-01-01 16:33:05
12966,,,,1900-01-01 16:33:06
12967,,,,1900-01-01 16:33:07
12968,,,,1900-01-01 16:33:08
12969,,,,1900-01-01 16:33:09
12970,,,,1900-01-01 16:33:10
12971,,,,1900-01-01 16:33:11
12972,,,,1900-01-01 16:33:12
12973,,,,1900-01-01 16:33:13
12974,,,,1900-01-01 16:33:14
12975,,,,1900-01-01 16:33:15
12976,,,,1900-01-01 16:33:16
12977,,,,1900-01-01 16:33:17
12978,,,,1900-01-01 16:33:18
12979,,,,1900-01-01 16:33:19
12980,,,,1900-01-01 16:33:20
12981,,,,1900-01-01 16:33:21
12982,,,,1900-01-01 16:33:22
12983,,,,1900-01-01 16:33:23
12984,,,,1900-01-01 16:33:24
12985,,,,1900-01-01 16:33:25
12986,,,,1900-01-01 16:33:26
12987,,,,1900-01-01 16:33:27
12988,,,,1900-01-01 16:33:28
12989,,,,1900-01-01 16:33:29
12990,,,,1900-01-01 16:33:30
12991,,,,1900-01-01 16:33:31
12992,,,,1900-01-01 16:33:32
12993,,,,1900-01-01 16:33:33
12994,,,,1900-01-01 16:33:34
12995,,,,1900-01-01 16:33:35
12996,,,,1900-01-01 16:33:36
12997,,,,1900-01-01 16:33:37
12998,,,,1900-01-01 16:33:38
12999,,,,1900-01-01 16:33:39
13000,,,,1900-01-01 16:33:40
13001,,,,1900-01-01 16:33:41
13002,,,,1900-01-01 16:33:42
13003,,,,1900-01-01 16:33:43
13004,,,,1900-01-01 16:33:44
13005,,,,1900-01-01 16:33:45
13006,,,,1900-01-01 16:33:46
13007,,,,1900-01-01 16:33:47
13008,,,,1900-01-01 16:33:48
13009,,,,1900-01-01 16:33:49
13010,,,,1900-01-01 16:33:50
13011,,,,1900-01-01 16:33:51
13012,,,,1900-01-01 16:33:52
13013,,,,1900-01-01 16:33:53
13014,,,,1900-01-01 16:33:54
13015,,,,1900-01-01 16:33:55
13016,,,,1900-01-01 16:33:56
13017,,,,1900-01-01 16:33:57
13018,,,,1900-01-01 16:33:58
13019,,,,1900-01-01 16:33:59
13020,,,,1900-01-01 16:34:00
13021,,,,1900-01-01 16:34:01
13022,,,,1900-01-01 16:34:02
13023,,,,1900-01-01 16:34:03
13024,,,,1900-01-01 16:34:04
13025,,,,1900-01-01 16:34:05
13026,,,,1900-01-01 16:34:06
13027,,,,1900-01-01 16:34:07
13028,,,,1900-01-01 16:34:08
13029,,,,1900-01-01 16:34:09
13030,,,,1900-01-01 16:34:10
13031,,,,1900-01-01 16:34:11
13032,,,,1900-01-01 16:34:12
13033,,,,1900-01-01 16:34:13
13034,,,,1900-01-01 16:34:14
13035,,,,1900-01-01 16:34:15
13036,,,,1900-01-01 16:34:16
13037,,,,1900-01-01 16:34:17
13038,,,,1900-01-01 16:34:18
13039,,,,1900-01-01 16:34:19
13040,,,,1900-01-01 16:34:20
13041,,,,1900-01-01 16:34:21
13042,,,,1900-01-01 16:34:22
13043,,,,1900-01-01 16:34:23
13044,,,,1900-01-01 16:34:24
13045,,,,1900-01-01 16:34:25
13046,,,,1900-01-01 16:34:26
13047,,,,1900-01-01 16:34:27
13048,,,,1900-01-01 16:34:28
13049,,,,1900-01-01 16:34:29
13050,,,,1900-01-01 16:34:30
13051,,,,1900-01-01 16:34:31
13052,,,,1900-01-01 16:34:32
13053,,,,1900-01-01 16:34:33
13054,,,,1900-01-01 16:34:34
13055,,,,1900-01-01 16:34:35
13056,,,,1900-01-01 16:34:36
13057,,,,1900-01-01 16:34:37
13058,,,,1900-01-01 16:34:38
13059,,,,1900-01-01 16:34:39
13060,,,,1900-01-01 16:34:40
13061,,,,1900-01-01 16:34:41
13062,,,,1900-01-01 16:34:42
13063,,,,1900-01-01 16:34:43
13064,,,,1900-01-01 16:34:44
13065,,,,1900-01-01 16:34:45
13066,,,,1900-01-01 16:34:46
13067,,,,1900-01-01 16:34:47
13068,,,,1900-01-01 16:34:48
13069,,,,1900-01-01 16:34:49
13070,,,,1900-01-01 16:34:50
13071,,,,1900-01-01 16:34:51
13072,,,,1900-01-01 16:34:52
13073,,,,1900-01-01 16:34:53
13074,,,,1900-01-01 16:34:54
13075,,,,1900-01-01 16:34:55
13076,,,,1900-01-01 16:34:56
13077,,,,1900-01-01 16:34:57
13078,,,,1900-01-01 16:34:58
13079,,,,1900-01-01 16:34:59
13080,,,,1900-01-01 16:35:00
13081,,,,1900-01-01 16:35:01
13082,,,,1900-01-01 16:35:02
13083,,,,1900-01-01 16:35:03
13084,,,,1900-01-01 16:35:04
13085,,,,1900-01-01 16:35:05
13086,,,,1900-01-01 16:35:06
13087,,,,1900-01-01 16:35:07
13088,,,,1900-01-01 16:35:08
13089,,,,1900-01-01 16:35:09
13090,,,,1900-01-01 16:35:10
13091,,,,1900-01-01 16:35:11
13092,,,,1900-01-01 16:35:12
13093,,,,1900-01-01 16:35:13
13094,,,,1900-01-01 16:35:14
13095,,,,1900-01-01 16:35:15
13096,,,,1900-01-01 16:35:16
13097,,,,1900-01-01 16:35:17
13098,,,,1900-01-01 16:35:18
13099,,,,1900-01-01 16:35:19
13100,,,,1900-01-01 16:35:20
13101,,,,1900-01-01 16:35:21
13102,,,,1900-01-01 16:35:22
13103,,,,1900-01-01 16:35:23
13104,,,,1900-01-01 16:35:24
13105,,,,1900-01-01 16:35:25
13106,,,,1900-01-01 16:35:26
13107,,,,1900-01-01 16:35:27
13108,,,,1900-01-01 16:35:28
13109,,,,1900-01-01 16:35:29
13110,,,,1900-01-01 16:35:30
13111,,,,1900-01-01 16:35:31
13112,,,,1900-01-01 16:35:32
13113,,,,1900-01-01 16:35:33
13114,,,,1900-01-01 16:35:34
13115,,,,1900-01-01 16:35:35
13116,,,,1900-01-01 16:35:36
13117,,,,1900-01-01 16:35:37
13118,,,,1900-01-01 16:35:38
13119,,,,1900-01-01 16:35:39
13120,,,,1900-01-01 16:35:40
13121,,,,1900-01-01 16:35:41
13122,,,,1900-01-01 16:35:42
13123,,,,1900-01-01 16:35:43
13124,,,,1900-01-01 16:35:44
13125,,,,1900-01-01 16:35:45
13126,,,,1900-01-01 16:35:46
13127,,,,1900-01-01 16:35:47
13128,,,,1900-01-01 16:35:48
13129,,,,1900-01-01 16:35:49
13130,,,,1900-01-01 16:35:50
13131,,,,1900-01-01 16:35:51
13132,,,,1900-01-01 16:35:52
13133,,,,1900-01-01 16:35:53
13134,,,,1900-01-01 16:35:54
13135,,,,1900-01-01 16:35:55
13136,,,,1900-01-01 16:35:56
13137,,,,1900-01-01 16:35:57
13138,,,,1900-01-01 16:35:58
13139,,,,1900-01-01 16:35:59
13140,,,,1900-01-01 16:36:00
13141,,,,1900-01-01 16:36:01
13142,,,,1900-01-01 16:36:02
13143,,,,1900-01-01 16:36:03
13144,,,,1900-01-01 16:36:04
13145,,,,1900-01-01 16:36:05
13146,,,,1900-01-01 16:36:06
13147,,,,1900-01-01 16:36:07
13148,,,,1900-01-01 16:36:08
13149,,,,1900-01-01 16:36:09
13150,,,,1900-01-01 16:36:10
13151,,,,1900-01-01 16:36:11
13152,,,,1900-01-01 16:36:12
13153,,,,1900-01-01 16:36:13
13154,,,,1900-01-01 16:36:14
13155,,,,1900-01-01 16:36:15
13156,,,,1900-01-01 16:36:16
13157,,,,1900-01-01 16:36:17
13158,,,,1900-01-01 16:36:18
13159,,,,1900-01-01 16:36:19
13160,,,,1900-01-01 16:36:20
13161,,,,1900-01-01 16:36:21
13162,,,,1900-01-01 16:36:22
13163,,,,1900-01-01 16:36:23
13164,,,,1900-01-01 16:36:24
13165,,,,1900-01-01 16:36:25
13166,,,,1900-01-01 16:36:26
13167,,,,1900-01-01 16:36:27
13168,,,,1900-01-01 16:36:28
13169,,,,1900-01-01 16:36:29
13170,,,,1900-01-01 16:36:30
13171,,,,1900-01-01 16:36:31
13172,,,,1900-01-01 16:36:32
13173,,,,1900-01-01 16:36:33
13174,,,,1900-01-01 16:36:34
13175,,,,1900-01-01 16:36:35
13176,,,,1900-01-01 16:36:36
13177,,,,1900-01-01 16:36:37
13178,,,,1900-01-01 16:36:38
13179,,,,1900-01-01 16:36:39
13180,,,,1900-01-01 16:36:40
13181,,,,1900-01-01 16:36:41
13182,,,,1900-01-01 16:36:42
13183,,,,1900-01-01 16:36:43
13184,,,,1900-01-01 16:36:44
13185,,,,1900-01-01 16:36:45
13186,,,,1900-01-01 16:36:46
13187,,,,1900-01-01 16:36:47
13188,,,,1900-01-01 16:36:48
13189,,,,1900-01-01 16:36:49
13190,,,,1900-01-01 16:36:50
13191,,,,1900-01-01 16:36:51
13192,,,,1900-01-01 16:36:52
13193,,,,1900-01-01 16:36:53
13194,,,,1900-01-01 16:36:54
13195,,,,1900-01-01 16:36:55
13196,,,,1900-01-01 16:36:56
13197,,,,1900-01-01 16:36:57
13198,,,,1900-01-01 16:36:58
13199,,,,1900-01-01 16:36:59
13200,,,,1900-01-01 16:37:00
13201,,,,1900-01-01 16:37:01
13202,,,,1900-01-01 16:37:02
13203,,,,1900-01-01 16:37:03
13204,,,,1900-01-01 16:37:04
13205,,,,1900-01-01 16:37:05
13206,,,,1900-01-01 16:37:06
13207,,,,1900-01-01 16:37:07
13208,,,,1900-01-01 16:37:08
13209,,,,1900-01-01 16:37:09
13210,,,,1900-01-01 16:37:10
13211,,,,1900-01-01 16:37:11
13212,,,,1900-01-01 16:37:12
13213,,,,1900-01-01 16:37:13
13214,,,,1900-01-01 16:37:14
13215,,,,1900-01-01 16:37:15
13216,,,,1900-01-01 16:37:16
13217,,,,1900-01-01 16:37:17
13218,,,,1900-01-01 16:37:18
13219,,,,1900-01-01 16:37:19
13220,,,,1900-01-01 16:37:20
13221,,,,1900-01-01 16:37:21
